# InputPower(W),100.000,InputVoltage(V),10.000,InputCurrent(A),10.000
Time,Power(W),Voltage(V),Current(A)
2025-11-18 10:37:04,100.000,10.000,10.000
2025-11-18 10:37:05,100.000,10.000,10.000
2025-11-18 10:37:06,100.000,10.000,10.000
2025-11-18 10:37:07,100.000,10.000,10.000
2025-11-18 10:37:08,100.000,10.000,10.000
2025-11-18 10:37:09,100.000,10.000,10.000
2025-11-18 10:37:10,100.000,10.000,10.000
