# InputPower(W),100.000,InputVoltage(V),10.000,InputCurrent(A),10.000
Time,Power(W),Voltage(V),Current(A)
2025-11-17 16:01:11,100.000,10.000,10.000
2025-11-17 16:01:12,100.000,10.000,10.000
2025-11-17 16:01:13,100.000,10.000,10.000
2025-11-17 16:01:14,100.000,10.000,10.000
2025-11-17 16:01:15,100.000,10.000,10.000
