# InputPower(W),1000.000,InputVoltage(V),10.000,InputCurrent(A),100.000
Time,Power(W),Voltage(V),Current(A)
2025-11-18 09:54:54,1000.000,10.000,100.000
2025-11-18 09:54:55,1000.000,10.000,100.000
2025-11-18 09:54:56,1000.000,10.000,100.000
2025-11-18 09:54:57,1000.000,10.000,100.000
