# InputPower(W),100.000,InputVoltage(V),10.000,InputCurrent(A),10.000
Time,Power(W),Voltage(V),Current(A)
'2025-11-18 16:52:19,100.000,10.000,10.000
'2025-11-18 16:52:20,100.000,10.000,10.000
'2025-11-18 16:52:21,100.000,10.000,10.000
'2025-11-18 16:52:22,100.000,10.000,10.000
