# InputPower(W),5000.000,InputVoltage(V),10.000,InputCurrent(A),500.000
Time,Power(W),Voltage(V),Current(A)
2025-11-17 15:50:30,5000.000,10.000,500.000
2025-11-17 15:50:31,5000.000,10.000,500.000
2025-11-17 15:50:32,5000.000,10.000,500.000
2025-11-17 15:50:33,5000.000,10.000,500.000
2025-11-17 15:50:34,5000.000,10.000,500.000
