# InputPower(W),500.000,InputVoltage(V),50.000,InputCurrent(A),10.000
Time,Power(W),Voltage(V),Current(A)
2025-11-17 15:38:05,500.000,50.000,10.000
2025-11-17 15:38:06,500.000,50.000,10.000
2025-11-17 15:38:07,500.000,50.000,10.000
2025-11-17 15:38:08,500.000,50.000,10.000
